timestamp,Set_angle(Deg),ADC_Value(mV), Calc_Servo_Angle(Deg)
104300,20.00,2004,20.39
104400,20.00,1991,19.62
104500,20.00,1999,20.09
104600,20.00,1999,20.09
104700,20.00,1999,20.09
104800,20.00,1996,19.91
104900,20.00,1999,20.09
105000,20.00,1996,19.91
105100,20.00,1989,19.50
105200,20.00,1989,19.50
105300,20.00,1994,19.80
105400,20.00,1987,19.38
105500,20.00,1996,19.91
105600,20.00,1996,19.91
105700,20.00,1994,19.80
105800,20.00,1996,19.91
105900,20.00,1991,19.62
106000,20.00,2001,20.21
106100,20.00,1999,20.09
106200,20.00,1991,19.62
106300,20.00,1996,19.91
106400,20.00,1994,19.80
106500,20.00,1997,19.97
106600,20.00,1999,20.09
106700,20.00,1994,19.80
106800,20.00,2001,20.21
106900,20.00,1999,20.09
107000,20.00,1996,19.91
107100,20.00,2001,20.21
107200,20.00,1991,19.62
107300,20.00,1994,19.80
107400,20.00,1996,19.91
107500,20.00,1993,19.74
107600,20.00,2030,21.94
107700,20.00,1996,19.91
107800,20.00,1999,20.09
107900,20.00,1967,18.19
108000,20.00,1996,19.91
108100,20.00,2008,20.63
108200,20.00,2007,20.57
108300,20.00,2005,20.45
108400,20.00,2005,20.45
108500,20.00,1993,19.74
108600,20.00,1996,19.91
108700,20.00,1997,19.97
108800,20.00,2004,20.39
108900,20.00,1999,20.09
109000,20.00,1996,19.91
109100,20.00,2001,20.21
109200,20.00,2005,20.45
109300,20.00,1990,19.56
109400,20.00,1994,19.80
109500,20.00,1989,19.50
109600,20.00,2005,20.45
109700,20.00,1999,20.09
109800,20.00,1993,19.74
109900,20.00,2008,20.63
110000,20.00,2001,20.21
110100,15.00,1999,20.09
110200,15.00,1952,17.30
110300,15.00,1943,16.76
110400,15.00,1905,14.50
110500,15.00,1900,14.20
110600,15.00,1914,15.03
110700,15.00,1905,14.50
110800,15.00,1913,14.98
110900,15.00,1914,15.03
111000,15.00,1906,14.56
111100,15.00,1908,14.68
111200,15.00,1913,14.98
111300,15.00,1900,14.20
111400,15.00,1910,14.80
111500,15.00,1908,14.68
111600,15.00,1908,14.68
111700,15.00,1908,14.68
111800,15.00,1920,15.39
111900,15.00,1910,14.80
112000,15.00,1910,14.80
112100,15.00,1900,14.20
112200,15.00,1907,14.62
112300,15.00,1908,14.68
112400,15.00,1911,14.86
112500,15.00,1908,14.68
112600,15.00,1913,14.98
112700,15.00,1914,15.03
112800,15.00,1908,14.68
112900,15.00,1911,14.86
113000,15.00,1913,14.98
113100,15.00,1908,14.68
113200,15.00,1920,15.39
113300,15.00,1910,14.80
113400,15.00,1910,14.80
113500,15.00,1913,14.98
113600,15.00,1910,14.80
113700,15.00,1907,14.62
113800,15.00,1913,14.98
113900,15.00,1912,14.92
114000,15.00,1923,15.57
114100,15.00,1907,14.62
114200,15.00,1908,14.68
114300,15.00,1913,14.98
114400,15.00,1908,14.68
114500,15.00,1910,14.80
114600,15.00,1908,14.68
114700,15.00,1908,14.68
114800,15.00,1908,14.68
114900,15.00,1908,14.68
115000,15.00,1911,14.86
115100,15.00,1908,14.68
115200,15.00,1908,14.68
115300,15.00,1907,14.62
115400,15.00,1914,15.03
115500,15.00,1909,14.74
115600,15.00,1907,14.62
115700,15.00,1912,14.92
115800,15.00,1911,14.86
115900,15.00,1908,14.68
116000,15.00,1908,14.68
116100,15.00,1911,14.86
116200,15.00,1913,14.98
116300,15.00,1913,14.98
116400,15.00,1905,14.50
116500,15.00,1951,17.24
116600,15.00,1910,14.80
116700,15.00,1914,15.03
116800,15.00,1920,15.39
116900,15.00,1906,14.56
117000,15.00,1909,14.74
117100,15.00,1924,15.63
117200,15.00,1913,14.98
117300,15.00,1908,14.68
117400,15.00,1911,14.86
117500,15.00,1913,14.98
117600,15.00,1911,14.86
117700,15.00,1920,15.39
117800,15.00,1918,15.27
117900,15.00,1913,14.98
118000,15.00,1908,14.68
118100,15.00,1918,15.27
118200,15.00,1912,14.92
118300,15.00,1909,14.74
118400,15.00,1907,14.62
118500,15.00,1911,14.86
118600,15.00,1908,14.68
118700,15.00,1911,14.86
118800,15.00,1905,14.50
118900,15.00,1908,14.68
119000,15.00,1914,15.03
119100,15.00,1913,14.98
119200,15.00,1911,14.86
119300,15.00,1920,15.39
119400,15.00,1894,13.85
