timestamp,Set_angle(Deg),ADC_Value(mV), Calc_Servo_Angle(Deg)
299700,5.00,1742,4.80
299800,5.00,1718,3.37
299900,5.00,1742,4.80
300000,5.00,1723,3.67
300100,10.00,1778,6.94
300200,10.00,1785,7.36
300300,10.00,1813,9.03
300400,10.00,1824,9.68
300500,10.00,1817,9.26
300600,10.00,1813,9.03
300700,10.00,1818,9.32
300800,10.00,1813,9.03
300900,10.00,1815,9.14
301000,10.00,1815,9.14
301100,10.00,1818,9.32
301200,10.00,1823,9.62
301300,10.00,1815,9.14
301400,10.00,1818,9.32
301500,10.00,1810,8.85
301600,10.00,1812,8.97
301700,10.00,1810,8.85
301800,10.00,1826,9.80
301900,10.00,1818,9.32
302000,10.00,1819,9.38
302100,10.00,1829,9.98
302200,10.00,1811,8.91
302300,10.00,1810,8.85
302400,10.00,1810,8.85
302500,10.00,1591,-4.18
302600,10.00,1816,9.20
302700,10.00,1810,8.85
302800,10.00,1810,8.85
302900,10.00,1815,9.14
303000,10.00,1815,9.14
303100,10.00,1811,8.91
303200,10.00,1811,8.91
303300,10.00,1813,9.03
303400,10.00,1815,9.14
303500,10.00,1818,9.32
303600,10.00,1831,10.10
303700,10.00,1819,9.38
303800,10.00,1811,8.91
303900,10.00,1813,9.03
304000,10.00,1815,9.14
304100,10.00,1817,9.26
304200,10.00,1815,9.14
304300,10.00,1815,9.14
304400,10.00,1810,8.85
304500,10.00,1815,9.14
304600,10.00,1819,9.38
304700,10.00,1844,10.87
304800,10.00,1778,6.94
304900,10.00,1819,9.38
305000,10.00,1819,9.38
305100,10.00,1825,9.74
305200,10.00,1818,9.32
305300,10.00,1818,9.32
305400,10.00,1812,8.97
305500,10.00,1817,9.26
305600,10.00,1816,9.20
305700,10.00,1811,8.91
305800,10.00,1817,9.26
305900,10.00,1819,9.38
306000,10.00,1805,8.55
306100,10.00,1823,9.62
306200,10.00,1817,9.26
306300,10.00,1818,9.32
306400,10.00,1818,9.32
306500,10.00,1811,8.91
306600,10.00,1816,9.20
306700,10.00,1825,9.74
306800,10.00,1810,8.85
306900,10.00,1818,9.32
307000,10.00,1815,9.14
307100,10.00,1811,8.91
307200,10.00,1818,9.32
307300,10.00,1813,9.03
307400,10.00,1815,9.14
307500,10.00,1817,9.26
307600,10.00,1815,9.14
307700,10.00,1812,8.97
307800,10.00,1810,8.85
307900,10.00,1817,9.26
308000,10.00,1818,9.32
308100,10.00,1842,10.75
308200,10.00,1817,9.26
308300,10.00,1817,9.26
308400,10.00,1817,9.26
308500,10.00,1815,9.14
308600,10.00,1772,6.59
308700,10.00,1806,8.61
308800,10.00,1815,9.14
308900,10.00,1818,9.32
309000,10.00,1817,9.26
309100,10.00,1815,9.14
309200,10.00,1810,8.85
309300,10.00,1813,9.03
309400,10.00,1829,9.98
309500,10.00,1818,9.32
309600,10.00,1818,9.32
309700,10.00,1817,9.26
309800,10.00,1815,9.14
309900,10.00,1826,9.80
310000,10.00,1815,9.14
310100,15.00,1813,9.03
310200,15.00,1894,13.85
310300,15.00,1908,14.68
310400,15.00,1898,14.08
310500,15.00,1897,14.02
310600,15.00,1894,13.85
310700,15.00,1899,14.14
310800,15.00,1898,14.08
310900,15.00,1818,9.32
311000,15.00,1952,17.30
311100,15.00,1886,13.37
311200,15.00,1894,13.85
311300,15.00,1898,14.08
311400,15.00,1891,13.67
311500,15.00,1898,14.08
311600,15.00,1894,13.85
311700,15.00,1900,14.20
311800,15.00,1895,13.90
311900,15.00,1902,14.32
312000,15.00,1894,13.85
312100,15.00,1900,14.20
312200,15.00,1900,14.20
312300,15.00,1896,13.96
312400,15.00,1895,13.90
312500,15.00,1951,17.24
312600,15.00,1897,14.02
312700,15.00,1894,13.85
312800,15.00,1898,14.08
312900,15.00,1894,13.85
313000,15.00,1895,13.90
313100,15.00,1899,14.14
313200,15.00,1900,14.20
313300,15.00,1922,15.51
313400,15.00,1900,14.20
313500,15.00,1894,13.85
313600,15.00,1899,14.14
313700,15.00,1902,14.32
313800,15.00,1891,13.67
313900,15.00,1894,13.85
314000,15.00,1892,13.73
314100,15.00,1895,13.90
314200,15.00,1895,13.90
314300,15.00,1892,13.73
314400,15.00,1896,13.96
314500,15.00,1910,14.80
314600,15.00,1908,14.68
314700,15.00,1899,14.14
314800,15.00,1898,14.08
314900,15.00,1899,14.14
315000,15.00,1891,13.67
315100,15.00,1894,13.85
315200,15.00,1894,13.85
315300,15.00,1898,14.08
315400,15.00,1894,13.85
315500,15.00,1907,14.62
315600,15.00,1898,14.08
315700,15.00,1892,13.73
315800,15.00,1900,14.20
315900,15.00,1895,13.90
316000,15.00,1894,13.85
316100,15.00,1895,13.90
316200,15.00,1907,14.62
316300,15.00,1894,13.85
316400,15.00,1898,14.08
316500,15.00,1900,14.20
316600,15.00,1896,13.96
316700,15.00,1868,12.30
316800,15.00,1908,14.68
316900,15.00,1899,14.14
317000,15.00,1894,13.85
317100,15.00,1908,14.68
317200,15.00,1896,13.96
317300,15.00,1894,13.85
317400,15.00,1900,14.20
317500,15.00,1907,14.62
317600,15.00,1900,14.20
317700,15.00,1891,13.67
317800,15.00,1908,14.68
317900,15.00,1898,14.08
318000,15.00,1900,14.20
318100,15.00,1900,14.20
318200,15.00,1894,13.85
318300,15.00,1896,13.96
318400,15.00,1900,14.20
318500,15.00,1914,15.03
318600,15.00,2035,22.23
318700,15.00,1896,13.96
318800,15.00,1899,14.14
318900,15.00,1900,14.20
319000,15.00,1900,14.20
319100,15.00,1902,14.32
319200,15.00,1898,14.08
319300,15.00,1900,14.20
319400,15.00,1894,13.85
319500,15.00,1900,14.20
319600,15.00,1894,13.85
319700,15.00,1898,14.08
319800,15.00,1894,13.85
319900,15.00,1900,14.20
320000,15.00,1898,14.08
320100,20.00,1900,14.20
320200,20.00,1945,16.88
320300,20.00,2018,21.22
320400,20.00,1979,18.90
320500,20.00,1973,18.55
320600,20.00,1974,18.60
320700,20.00,1982,19.08
320800,20.00,1978,18.84
320900,20.00,1982,19.08
321000,20.00,1974,18.60
321100,20.00,1980,18.96
321200,20.00,1978,18.84
321300,20.00,1978,18.84
321400,20.00,1978,18.84
321500,20.00,1977,18.78
321600,20.00,1987,19.38
321700,20.00,1974,18.60
321800,20.00,1975,18.66
321900,20.00,1982,19.08
322000,20.00,1983,19.14
322100,20.00,1979,18.90
322200,20.00,1978,18.84
322300,20.00,1993,19.74
322400,20.00,1978,18.84
322500,20.00,1975,18.66
322600,20.00,1980,18.96
322700,20.00,1978,18.84
322800,20.00,1975,18.66
322900,20.00,1978,18.84
323000,20.00,1975,18.66
323100,20.00,1974,18.60
323200,20.00,1981,19.02
323300,20.00,1982,19.08
323400,20.00,1982,19.08
323500,20.00,1978,18.84
323600,20.00,1979,18.90
323700,20.00,1981,19.02
323800,20.00,1973,18.55
323900,20.00,1977,18.78
324000,20.00,1974,18.60
324100,20.00,1983,19.14
324200,20.00,1983,19.14
324300,20.00,1974,18.60
324400,20.00,1975,18.66
324500,20.00,1987,19.38
324600,20.00,1969,18.31
324700,20.00,1978,18.84
324800,20.00,1977,18.78
324900,20.00,1979,18.90
325000,20.00,1979,18.90
325100,20.00,1996,19.91
325200,20.00,1974,18.60
325300,20.00,1981,19.02
325400,20.00,1974,18.60
325500,20.00,1982,19.08
325600,20.00,1987,19.38
325700,20.00,1978,18.84
325800,20.00,1980,18.96
325900,20.00,1980,18.96
326000,20.00,1975,18.66
326100,20.00,1979,18.90
326200,20.00,1982,19.08
326300,20.00,1973,18.55
326400,20.00,1981,19.02
326500,20.00,1973,18.55
326600,20.00,1991,19.62
326700,20.00,1974,18.60
326800,20.00,1973,18.55
326900,20.00,1989,19.50
327000,20.00,1975,18.66
327100,20.00,1978,18.84
327200,20.00,1994,19.80
327300,20.00,1978,18.84
327400,20.00,1975,18.66
327500,20.00,1973,18.55
327600,20.00,1982,19.08
327700,20.00,1973,18.55
327800,20.00,1982,19.08
327900,20.00,1974,18.60
328000,20.00,1978,18.84
328100,20.00,1991,19.62
328200,20.00,1975,18.66
328300,20.00,1973,18.55
328400,20.00,1974,18.60
328500,20.00,1978,18.84
328600,20.00,1975,18.66
328700,20.00,1982,19.08
328800,20.00,1981,19.02
328900,20.00,1978,18.84
329000,20.00,1973,18.55
329100,20.00,1983,19.14
329200,20.00,1978,18.84
329300,20.00,1981,19.02
329400,20.00,1983,19.14
329500,20.00,1980,18.96
329600,20.00,1975,18.66
329700,20.00,1983,19.14
329800,20.00,1979,18.90
329900,20.00,1982,19.08
330000,20.00,1975,18.66
330100,25.00,1982,19.08
330200,25.00,2062,23.84
330300,25.00,2070,24.32
330400,25.00,2074,24.56
330500,25.00,2070,24.32
330600,25.00,2075,24.61
330700,25.00,2061,23.78
330800,25.00,2062,23.84
330900,25.00,2055,23.42
331000,25.00,2063,23.90
331100,25.00,2068,24.20
331200,25.00,2069,24.26
331300,25.00,2062,23.84
331400,25.00,2062,23.84
331500,25.00,2076,24.67
331600,25.00,2057,23.54
331700,25.00,2062,23.84
331800,25.00,2062,23.84
331900,25.00,2063,23.90
332000,25.00,2068,24.20
332100,25.00,2176,30.62
332200,25.00,2066,24.08
332300,25.00,2058,23.60
332400,25.00,2063,23.90
332500,25.00,2063,23.90
332600,25.00,2066,24.08
332700,25.00,2068,24.20
332800,25.00,2068,24.20
332900,25.00,2060,23.72
333000,25.00,2057,23.54
333100,25.00,2068,24.20
333200,25.00,2074,24.56
333300,25.00,2070,24.32
333400,25.00,2062,23.84
333500,25.00,2070,24.32
333600,25.00,2062,23.84
333700,25.00,2060,23.72
333800,25.00,2060,23.72
333900,25.00,2062,23.84
334000,25.00,2062,23.84
334100,25.00,2058,23.60
334200,25.00,2060,23.72
334300,25.00,2047,22.95
334400,25.00,2062,23.84
334500,25.00,2068,24.20
334600,25.00,2068,24.20
334700,25.00,2060,23.72
334800,25.00,2337,40.20
334900,25.00,2060,23.72
335000,25.00,2070,24.32
335100,25.00,2068,24.20
335200,25.00,2063,23.90
335300,25.00,2062,23.84
335400,25.00,2085,25.21
335500,25.00,2058,23.60
335600,25.00,2071,24.38
335700,25.00,2060,23.72
335800,25.00,2070,24.32
335900,25.00,2060,23.72
336000,25.00,2068,24.20
336100,25.00,2060,23.72
336200,25.00,2068,24.20
336300,25.00,2060,23.72
336400,25.00,2062,23.84
336500,25.00,2073,24.50
336600,25.00,2058,23.60
336700,25.00,2066,24.08
336800,25.00,2068,24.20
336900,25.00,2058,23.60
337000,25.00,2058,23.60
337100,25.00,2104,26.34
337200,25.00,2068,24.20
337300,25.00,2068,24.20
337400,25.00,2062,23.84
337500,25.00,2068,24.20
337600,25.00,2068,24.20
337700,25.00,2062,23.84
337800,25.00,2062,23.84
337900,25.00,2063,23.90
338000,25.00,2070,24.32
338100,25.00,2063,23.90
338200,25.00,2058,23.60
338300,25.00,2071,24.38
338400,25.00,2068,24.20
338500,25.00,2060,23.72
338600,25.00,2068,24.20
338700,25.00,2068,24.20
338800,25.00,2058,23.60
338900,25.00,2060,23.72
339000,25.00,2060,23.72
339100,25.00,2058,23.60
339200,25.00,2068,24.20
339300,25.00,2063,23.90
339400,25.00,2060,23.72
339500,25.00,2063,23.90
339600,25.00,2070,24.32
339700,25.00,2068,24.20
339800,25.00,2062,23.84
339900,25.00,2071,24.38
340000,25.00,2047,22.95
340100,30.00,2068,24.20
340200,30.00,2129,27.83
340300,30.00,2186,31.22
340400,30.00,2141,28.54
340500,30.00,2144,28.72
340600,30.00,2157,29.49
340700,30.00,2122,27.41
340800,30.00,2148,28.96
340900,30.00,2150,29.08
341000,30.00,2161,29.73
341100,30.00,2150,29.08
341200,30.00,2142,28.60
341300,30.00,2141,28.54
341400,30.00,2153,29.26
341500,30.00,2144,28.72
341600,30.00,2142,28.60
341700,30.00,2142,28.60
341800,30.00,2141,28.54
341900,30.00,2150,29.08
342000,30.00,2144,28.72
342100,30.00,2148,28.96
342200,30.00,2144,28.72
342300,30.00,2157,29.49
342400,30.00,2141,28.54
342500,30.00,2150,29.08
342600,30.00,2151,29.14
342700,30.00,2144,28.72
342800,30.00,2148,28.96
342900,30.00,2142,28.60
343000,30.00,2151,29.14
343100,30.00,2152,29.20
343200,30.00,2141,28.54
343300,30.00,2150,29.08
343400,30.00,2142,28.60
343500,30.00,2142,28.60
343600,30.00,2148,28.96
343700,30.00,2137,28.30
343800,30.00,2148,28.96
343900,30.00,2144,28.72
344000,30.00,2139,28.42
344100,30.00,2149,29.02
344200,30.00,2148,28.96
344300,30.00,2143,28.66
344400,30.00,2143,28.66
344500,30.00,2153,29.26
344600,30.00,2142,28.60
344700,30.00,2144,28.72
344800,30.00,2142,28.60
344900,30.00,2144,28.72
345000,30.00,2150,29.08
345100,30.00,2144,28.72
345200,30.00,2151,29.14
345300,30.00,2137,28.30
345400,30.00,2141,28.54
345500,30.00,2144,28.72
345600,30.00,2138,28.36
345700,30.00,2143,28.66
345800,30.00,2150,29.08
345900,30.00,2150,29.08
346000,30.00,2150,29.08
346100,30.00,2157,29.49
346200,30.00,2151,29.14
346300,30.00,2144,28.72
346400,30.00,2148,28.96
346500,30.00,2144,28.72
346600,30.00,2137,28.30
346700,30.00,2144,28.72
346800,30.00,2144,28.72
346900,30.00,2144,28.72
347000,30.00,2144,28.72
347100,30.00,2144,28.72
347200,30.00,2141,28.54
347300,30.00,2142,28.60
347400,30.00,2148,28.96
347500,30.00,2148,28.96
347600,30.00,2142,28.60
347700,30.00,2142,28.60
347800,30.00,2150,29.08
347900,30.00,2142,28.60
348000,30.00,2148,28.96
348100,30.00,2148,28.96
348200,30.00,2138,28.36
348300,30.00,2144,28.72
348400,30.00,2141,28.54
348500,30.00,2139,28.42
348600,30.00,2138,28.36
348700,30.00,2141,28.54
348800,30.00,2144,28.72
348900,30.00,2151,29.14
349000,30.00,2138,28.36
349100,30.00,2142,28.60
349200,30.00,2137,28.30
349300,30.00,2148,28.96
349400,30.00,2138,28.36
349500,30.00,2141,28.54
349600,30.00,2142,28.60
349700,30.00,2144,28.72
349800,30.00,2138,28.36
349900,30.00,2143,28.66
350000,30.00,2142,28.60
350100,35.00,2155,29.37
350200,35.00,2212,32.77
350300,35.00,2255,35.32
350400,35.00,2235,34.13
350500,35.00,2233,34.02
350600,35.00,2230,33.84
350700,35.00,2233,34.02
350800,35.00,2225,33.54
350900,35.00,2231,33.90
351000,35.00,2233,34.02
351100,35.00,2233,34.02
351200,35.00,2233,34.02
351300,35.00,2221,33.30
351400,35.00,2238,34.31
351500,35.00,2233,34.02
351600,35.00,2225,33.54
351700,35.00,2243,34.61
351800,35.00,2230,33.84
351900,35.00,2233,34.02
352000,35.00,2226,33.60
352100,35.00,2225,33.54
352200,35.00,2229,33.78
352300,35.00,2230,33.84
352400,35.00,2235,34.13
352500,35.00,2231,33.90
352600,35.00,2233,34.02
352700,35.00,2228,33.72
352800,35.00,2230,33.84
352900,35.00,2235,34.13
353000,35.00,2228,33.72
353100,35.00,2228,33.72
353200,35.00,2223,33.42
353300,35.00,2231,33.90
353400,35.00,2233,34.02
353500,35.00,2229,33.78
353600,35.00,2230,33.84
353700,35.00,2228,33.72
353800,35.00,2233,34.02
353900,35.00,2223,33.42
354000,35.00,2228,33.72
354100,35.00,2230,33.84
354200,35.00,2226,33.60
354300,35.00,2233,34.02
354400,35.00,2226,33.60
354500,35.00,2240,34.43
354600,35.00,2233,34.02
354700,35.00,2233,34.02
354800,35.00,2235,34.13
354900,35.00,2254,35.26
355000,35.00,2233,34.02
355100,35.00,2233,34.02
355200,35.00,2228,33.72
355300,35.00,2231,33.90
355400,35.00,2229,33.78
355500,35.00,2233,34.02
355600,35.00,2244,34.67
355700,35.00,2230,33.84
355800,35.00,2233,34.02
355900,35.00,2230,33.84
356000,35.00,2226,33.60
356100,35.00,2221,33.30
356200,35.00,2225,33.54
356300,35.00,2220,33.24
356400,35.00,2233,34.02
356500,35.00,2221,33.30
356600,35.00,2231,33.90
356700,35.00,2226,33.60
356800,35.00,2230,33.84
356900,35.00,2249,34.97
357000,35.00,2230,33.84
357100,35.00,2235,34.13
357200,35.00,2233,34.02
357300,35.00,2229,33.78
357400,35.00,2233,34.02
357500,35.00,2223,33.42
357600,35.00,2231,33.90
357700,35.00,2228,33.72
357800,35.00,2228,33.72
357900,35.00,2217,33.06
358000,35.00,2230,33.84
358100,35.00,2233,34.02
358200,35.00,2229,33.78
358300,35.00,2233,34.02
358400,35.00,2233,34.02
358500,35.00,2240,34.43
358600,35.00,2233,34.02
358700,35.00,2235,34.13
358800,35.00,2233,34.02
358900,35.00,2226,33.60
359000,35.00,2225,33.54
359100,35.00,2235,34.13
359200,35.00,2233,34.02
359300,35.00,2233,34.02
359400,35.00,2228,33.72
359500,35.00,2233,34.02
359600,35.00,2231,33.90
359700,35.00,2224,33.48
359800,35.00,2231,33.90
359900,35.00,2230,33.84
360000,35.00,2235,34.13
360100,30.00,2225,33.54
360200,30.00,2267,36.04
360300,30.00,2207,32.47
360400,30.00,2157,29.49
360500,30.00,2161,29.73
360600,30.00,2171,30.33
360700,30.00,2153,29.26
360800,30.00,2153,29.26
360900,30.00,2184,31.10
361000,30.00,2161,29.73
361100,30.00,2160,29.67
361200,30.00,2156,29.43
361300,30.00,2153,29.26
361400,30.00,2155,29.37
361500,30.00,2178,30.74
361600,30.00,2157,29.49
361700,30.00,2155,29.37
361800,30.00,2151,29.14
361900,30.00,2161,29.73
362000,30.00,2164,29.91
362100,30.00,2164,29.91
362200,30.00,2131,27.95
362300,30.00,2165,29.97
362400,30.00,2155,29.37
362500,30.00,2158,29.55
362600,30.00,2161,29.73
362700,30.00,2168,30.15
362800,30.00,2160,29.67
362900,30.00,2188,31.34
363000,30.00,2153,29.26
363100,30.00,2162,29.79
363200,30.00,2117,27.11
363300,30.00,2160,29.67
363400,30.00,2164,29.91
363500,30.00,2158,29.55
363600,30.00,2164,29.91
363700,30.00,2161,29.73
363800,30.00,2156,29.43
363900,30.00,2168,30.15
364000,30.00,2160,29.67
364100,30.00,2161,29.73
364200,30.00,2164,29.91
364300,30.00,2155,29.37
364400,30.00,2155,29.37
364500,30.00,2149,29.02
364600,30.00,2157,29.49
364700,30.00,2157,29.49
364800,30.00,2157,29.49
364900,30.00,2159,29.61
365000,30.00,2162,29.79
365100,30.00,2155,29.37
365200,30.00,2160,29.67
365300,30.00,2161,29.73
